"filename", "language", "TypeScript", "TypeScript JSX", "SCSS", "CSS", "XML", "comment", "blank", "total"
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\interface\header.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 1, 8
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\interface\post.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 1, 10
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\interface\user.ts", "TypeScript", 33, 0, 0, 0, 0, 1, 5, 39
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\lib\auth\auth-token.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 4, 18
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\lib\auth\private-route.tsx", "TypeScript JSX", 0, 17, 0, 0, 0, 1, 7, 25
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\lib\auth\setCookie.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 29
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\lib\parse\date.ts", "TypeScript", 13, 0, 0, 0, 0, 2, 4, 19
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\lib\parse\firstLetter.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 1, 7
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\lib\parse\flowGraph.tsx", "TypeScript JSX", 0, 35, 0, 0, 0, 0, 8, 43
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\lib\parse\post.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 1, 6
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\lib\parse\time.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 2, 7
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\lib\parse\user.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 13, 46
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\flowView-slice\flowGraphIcon\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\flowView-slice\flowGraphIcon\ui\ui.module.scss", "SCSS", 0, 0, 22, 0, 0, 0, 4, 26
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\flowView-slice\flowGraphIcon\ui\ui.tsx", "TypeScript JSX", 0, 27, 0, 0, 0, 0, 1, 28
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\flowsTable-slice\flowStatus\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\flowsTable-slice\flowStatus\model\index.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 5, 55
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\flowsTable-slice\flowStatus\ui\ui.module.scss", "SCSS", 0, 0, 38, 0, 0, 0, 2, 40
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\flowsTable-slice\flowStatus\ui\ui.tsx", "TypeScript JSX", 0, 30, 0, 0, 0, 0, 4, 34
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\header-slice\burgerButton\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\header-slice\burgerButton\ui\ui.module.scss", "SCSS", 0, 0, 33, 0, 0, 0, 2, 35
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\header-slice\burgerButton\ui\ui.tsx", "TypeScript JSX", 0, 32, 0, 0, 0, 0, 2, 34
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\header-slice\navItem\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\header-slice\navItem\ui\ui.module.scss", "SCSS", 0, 0, 139, 0, 0, 0, 15, 154
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\header-slice\navItem\ui\ui.tsx", "TypeScript JSX", 0, 87, 0, 0, 0, 0, 3, 90
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\header-slice\navLogo\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\header-slice\navLogo\ui\ui.module.scss", "SCSS", 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\header-slice\navLogo\ui\ui.tsx", "TypeScript JSX", 0, 12, 0, 0, 0, 0, 1, 13
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\approve\index.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\approve\index.tsx", "TypeScript JSX", 0, 10, 0, 0, 0, 0, 1, 11
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\change\index.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\change\index.tsx", "TypeScript JSX", 0, 10, 0, 0, 0, 0, 1, 11
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\comment\index.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\comment\index.tsx", "TypeScript JSX", 0, 10, 0, 0, 0, 0, 1, 11
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\delete\index.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\delete\index.tsx", "TypeScript JSX", 0, 10, 0, 0, 0, 0, 1, 11
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\download\index.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\download\index.tsx", "TypeScript JSX", 0, 10, 0, 0, 0, 0, 1, 11
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\filter\index.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\filter\index.tsx", "TypeScript JSX", 0, 30, 0, 0, 0, 0, 1, 31
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\plusWhite\index.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\plusWhite\index.tsx", "TypeScript JSX", 0, 34, 0, 0, 0, 0, 2, 36
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\print\index.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\print\index.tsx", "TypeScript JSX", 0, 10, 0, 0, 0, 0, 1, 11
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\showHistory\index.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\icons\showHistory\index.tsx", "TypeScript JSX", 0, 16, 0, 0, 0, 0, 1, 17
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\news-slice\createrUser\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\news-slice\createrUser\ui\ui.module.scss", "SCSS", 0, 0, 17, 0, 0, 0, 5, 22
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\news-slice\createrUser\ui\ui.tsx", "TypeScript JSX", 0, 19, 0, 0, 0, 0, 1, 20
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\news-slice\likesAndViews\api\index.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 2, 24
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\news-slice\likesAndViews\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\news-slice\likesAndViews\ui\ui.module.scss", "SCSS", 0, 0, 38, 0, 0, 0, 6, 44
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\news-slice\likesAndViews\ui\ui.tsx", "TypeScript JSX", 0, 69, 0, 0, 0, 0, 1, 70
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\news-slice\tag\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\news-slice\tag\ui\ui.module.scss", "SCSS", 0, 0, 14, 0, 0, 0, 2, 16
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\news-slice\tag\ui\ui.tsx", "TypeScript JSX", 0, 7, 0, 0, 0, 0, 0, 7
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\pageHeaders-slice\backArray\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\pageHeaders-slice\backArray\ui\ui.module.scss", "SCSS", 0, 0, 16, 0, 0, 0, 2, 18
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\pageHeaders-slice\backArray\ui\ui.tsx", "TypeScript JSX", 0, 30, 0, 0, 0, 0, 2, 32
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\pageHeaders-slice\flowsList\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\pageHeaders-slice\flowsList\model\index.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 5, 39
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\pageHeaders-slice\flowsList\ui\ui.module.scss", "SCSS", 0, 0, 33, 0, 0, 0, 3, 36
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\pageHeaders-slice\flowsList\ui\ui.tsx", "TypeScript JSX", 0, 161, 0, 0, 0, 0, 7, 168
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\pageHeaders-slice\title\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\pageHeaders-slice\title\ui\ui.module.scss", "SCSS", 0, 0, 8, 0, 0, 0, 1, 9
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\pageHeaders-slice\title\ui\ui.tsx", "TypeScript JSX", 0, 9, 0, 0, 0, 0, 1, 10
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\profile-slice\achievementProgressBarCircle\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\profile-slice\achievementProgressBarCircle\ui\ui.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\shared\ui\profile-slice\achievementProgressBarCircle\ui\ui.tsx", "TypeScript JSX", 0, 40, 0, 0, 0, 0, 1, 41
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateChoose\data\index.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 1, 7
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateChoose\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateChoose\ui\ui.module.scss", "SCSS", 0, 0, 84, 0, 0, 0, 10, 94
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateChoose\ui\ui.tsx", "TypeScript JSX", 0, 32, 0, 0, 0, 0, 1, 33
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\api\getDivisions.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 3, 15
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\api\getFlowCategories.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 3, 15
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\api\getGenerateFuncTask.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 1, 29
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\api\getUser.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 2, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\api\postFlows.ts", "TypeScript", 39, 0, 0, 0, 0, 0, 1, 40
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\data\departments.tsx", "TypeScript JSX", 0, 32, 0, 0, 0, 0, 3, 35
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\data\requestType.tsx", "TypeScript JSX", 0, 32, 0, 0, 0, 0, 3, 35
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\modal\api\index.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 2, 12
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\modal\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\modal\ui\ui.module.scss", "SCSS", 0, 0, 22, 0, 0, 0, 4, 26
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\modal\ui\ui.tsx", "TypeScript JSX", 0, 120, 0, 0, 0, 1, 6, 127
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\model\index.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 3, 11
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\ui\ui.module.scss", "SCSS", 0, 0, 52, 0, 0, 0, 10, 62
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowCreate-slice\flowCreateForm\ui\ui.tsx", "TypeScript JSX", 0, 349, 0, 0, 0, 16, 22, 387
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowView-slice\flowViewHead\api\index.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 3, 22
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowView-slice\flowViewHead\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowView-slice\flowViewHead\ui\ui.module.scss", "SCSS", 0, 0, 12, 0, 0, 0, 2, 14
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\flowView-slice\flowViewHead\ui\ui.tsx", "TypeScript JSX", 0, 44, 0, 0, 0, 0, 4, 48
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\profile-slice\achievementProfileBlock\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\profile-slice\achievementProfileBlock\ui\ui.module.scss", "SCSS", 0, 0, 13, 0, 0, 0, 1, 14
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\profile-slice\achievementProfileBlock\ui\ui.tsx", "TypeScript JSX", 0, 32, 0, 0, 0, 0, 3, 35
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\profile-slice\userInfoProfileBlock\index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\profile-slice\userInfoProfileBlock\model\index.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 2, 15
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\profile-slice\userInfoProfileBlock\ui\ui.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\mack1\OneDrive\Рабочий стол\i.development\flows\src\widgets\profile-slice\userInfoProfileBlock\ui\ui.tsx", "TypeScript JSX", 0, 209, 0, 0, 0, 0, 6, 215
"Total", "-", 856, 3444, 1141, 108, 8, 24, 627, 6208
